Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
615.08,9.825e+0,1.157e-4,,,,2.562e-14,,9.825e+0,9.672e-10,
615.16,1.061e+1,6.231e-5,,,,1.344e-14,,1.061e+1,9.846e-10,
615.24,1.134e+1,3.322e-5,,,,6.986e-15,,1.134e+1,9.922e-10,
615.32,1.199e+1,1.752e-5,,,,3.595e-15,,1.199e+1,9.897e-10,
615.4,1.256e+1,9.149e-6,,,,1.832e-15,,1.256e+1,9.771e-10,
615.49,1.308e+1,4.350e-6,,,,8.477e-16,,1.308e+1,9.515e-10,
615.57,1.341e+1,2.221e-6,,,,4.229e-16,,1.341e+1,9.192e-10,
615.65,1.361e+1,1.123e-6,,,,2.089e-16,,1.361e+1,8.789e-10,
615.73,1.367e+1,5.615e-7,,,,1.022e-16,,1.367e+1,8.319e-10,
615.81,1.360e+1,2.780e-7,,,,4.947e-17,,1.360e+1,7.794e-10,
615.89,1.339e+1,1.362e-7,,,,2.372e-17,,1.339e+1,7.228e-10,
615.98,1.301e+1,6.027e-8,,,,1.025e-17,,1.301e+1,6.559e-10,
616.06,1.254e+1,2.888e-8,,,,4.810e-18,,1.254e+1,5.952e-10,
616.14,1.196e+1,1.370e-8,,,,2.235e-18,,1.196e+1,5.345e-10,
616.22,1.130e+1,6.428e-9,,,,1.028e-18,,1.130e+1,4.752e-10,
616.3,1.057e+1,2.986e-9,,,,4.673e-19,,1.057e+1,4.182e-10,
616.39,9.680e+0,1.244e-9,,,,1.906e-19,,9.680e+0,3.578e-10,
616.47,8.860e+0,5.654e-10,,,,8.497e-20,,8.860e+0,3.081e-10,
616.55,8.028e+0,2.542e-10,,,,3.368e-20,,8.028e+0,2.625e-10,
616.63,7.201e+0,1.131e-10,,,,1.479e-20,,7.201e+0,2.215e-10,
616.71,6.395e+0,4.982e-11,,,,6.431e-21,,6.395e+0,1.850e-10,
616.8,5.528e+0,1.956e-11,,,,2.488e-21,,5.528e+0,1.492e-10,
616.88,4.805e+0,8.426e-12,,,,1.058e-21,,4.805e+0,1.219e-10,
616.96,4.135e+0,3.592e-12,,,,,,4.135e+0,9.857e-11,
617.04,3.522e+0,1.516e-12,,,,,,3.522e+0,7.891e-11,
617.12,2.970e+0,,,,,,,2.970e+0,6.253e-11,
617.2,2.479e+0,,,,,,,2.479e+0,4.904e-11,
617.29,1.999e+0,,,,,,,1.999e+0,3.686e-11,
617.37,1.634e+0,,,,,,,1.634e+0,2.829e-11,
617.45,1.321e+0,,,,,,,1.321e+0,2.150e-11,
617.53,1.058e+0,,,,,,,1.058e+0,1.617e-11,
617.61,8.389e-1,,,,,,,8.389e-1,1.204e-11,
617.7,6.382e-1,,,,,,,6.382e-1,8.548e-12,
617.78,4.952e-1,,,,,,,4.952e-1,6.248e-12,
617.86,3.804e-1,,,,,,,3.804e-1,4.540e-12,
617.94,2.893e-1,,,,,,,2.893e-1,3.295e-12,
618.02,2.177e-1,,,,,,,2.177e-1,2.413e-12,
618.1,1.623e-1,,,,,,,1.623e-1,1.818e-12,
618.19,1.152e-1,,,,,,,1.152e-1,1.425e-12,
618.27,8.399e-2,,,,,,,8.399e-2,1.286e-12,
618.35,6.065e-2,,,,,,,6.065e-2,1.330e-12,
618.43,4.335e-2,,5.412e-41,,,,,4.335e-2,1.565e-12,
618.51,3.068e-2,,1.248e-40,,,,,3.068e-2,2.013e-12,
618.6,2.054e-2,,3.159e-40,,,,,2.054e-2,2.832e-12,
618.68,1.423e-2,,7.134e-40,,,,,1.423e-2,3.915e-12,
618.76,9.753e-3,,1.595e-39,,,,,9.753e-3,5.432e-12,
618.84,6.620e-3,,3.533e-39,,,,,6.620e-3,7.511e-12,
618.92,4.448e-3,,7.745e-39,,,,,4.448e-3,1.031e-11,
619,2.959e-3,,1.681e-38,,,,,2.959e-3,1.404e-11,
619.09,1.848e-3,,3.974e-38,,,3.313e-21,,1.848e-3,1.964e-11,
619.17,1.203e-3,,8.446e-38,,,7.703e-21,,1.203e-3,2.620e-11,
619.25,7.753e-4,,1.778e-37,,,1.773e-20,,7.753e-4,3.460e-11,
619.33,4.946e-4,,3.704e-37,,,4.042e-20,,4.946e-4,4.524e-11,
619.41,3.124e-4,,7.643e-37,,,9.123e-20,,3.124e-4,5.856e-11,
619.5,1.840e-4,,1.706e-36,,,2.253e-19,,1.840e-4,7.737e-11,
619.58,1.138e-4,,3.447e-36,,,4.979e-19,,1.138e-4,9.804e-11,
619.66,6.961e-5,,6.896e-36,,,1.090e-18,,6.961e-5,1.230e-10,
619.74,4.217e-5,,1.366e-35,,,2.361e-18,,4.217e-5,1.528e-10,
619.82,2.529e-5,,2.679e-35,,,5.066e-18,,2.529e-5,1.879e-10,
619.91,1.405e-5,,5.648e-35,,,1.182e-17,,1.405e-5,2.343e-10,
619.99,8.249e-6,,1.085e-34,,,2.483e-17,,8.249e-6,2.820e-10,
620.07,4.793e-6,,2.062e-34,,,5.165e-17,,4.793e-6,3.361e-10,
620.15,2.757e-6,,3.883e-34,,,1.064e-16,,2.757e-6,3.966e-10,
620.23,1.570e-6,,7.238e-34,,,2.170e-16,,1.569e-6,4.633e-10,
620.31,8.851e-7,,1.336e-33,,,4.382e-16,,8.846e-7,5.358e-10,
620.4,4.591e-7,,2.631e-33,,,9.548e-16,,4.585e-7,6.235e-10,
620.48,2.536e-7,,4.755e-33,,,1.888e-15,,2.529e-7,7.059e-10,
620.56,1.389e-7,,8.509e-33,,,3.697e-15,,1.381e-7,7.911e-10,
620.64,7.554e-8,,1.508e-32,,,7.169e-15,,7.466e-8,8.779e-10,
620.72,4.092e-8,,2.645e-32,,,1.376e-14,,3.995e-8,9.644e-10,
620.81,2.059e-8,,4.919e-32,,,2.833e-14,,1.954e-8,1.059e-9,
620.89,1.137e-8,,8.451e-32,,,5.325e-14,,1.023e-8,1.139e-9,
620.97,6.517e-9,,1.437e-31,,,9.913e-14,,5.304e-9,1.213e-9,
621.05,4.001e-9,,2.421e-31,,,1.827e-13,,2.722e-9,1.278e-9,
621.13,2.717e-9,,4.037e-31,,,3.334e-13,,1.383e-9,1.334e-9,
621.21,2.074e-9,,6.666e-31,,,6.025e-13,,6.956e-10,1.378e-9,
621.3,1.731e-9,,1.158e-30,,,1.159e-12,,3.172e-10,1.413e-9,
621.38,1.587e-9,,1.872e-30,,,2.050e-12,,1.561e-10,1.429e-9,
621.46,1.510e-9,,2.997e-30,,,3.592e-12,,7.607e-11,1.430e-9,
621.54,1.461e-9,,4.750e-30,,,6.232e-12,,3.669e-11,1.418e-9,
621.62,1.420e-9,,7.455e-30,,,1.070e-11,,1.752e-11,1.391e-9,
621.71,1.373e-9,,1.223e-29,,,1.944e-11,,7.534e-12,1.346e-9,
621.79,1.329e-9,,1.880e-29,,,3.271e-11,,3.521e-12,1.293e-9,
621.87,1.286e-9,,2.860e-29,,,5.448e-11,,1.629e-12,1.230e-9,
621.95,1.249e-9,,4.309e-29,,,8.984e-11,,7.457e-13,1.158e-9,
622.03,1.227e-9,,6.428e-29,,,1.467e-10,,3.380e-13,1.080e-9,
622.12,1.238e-9,,9.961e-29,,,2.517e-10,,1.371e-13,9.858e-10,
622.2,1.302e-9,,1.455e-28,,,4.025e-10,,6.083e-14,8.996e-10,
622.28,1.450e-9,,2.104e-28,,,6.373e-10,,2.671e-14,8.127e-10,
622.36,1.726e-9,,3.013e-28,,,9.991e-10,,1.135e-14,7.270e-10,
622.44,2.195e-9,,4.272e-28,,,1.551e-9,,4.537e-15,6.437e-10,
622.52,2.948e-9,,5.998e-28,,,2.384e-9,,1.778e-15,5.644e-10,
622.61,4.302e-9,,8.682e-28,,,3.821e-9,,,4.809e-10,
622.69,6.164e-9,,1.194e-27,,,5.751e-9,,,4.127e-10,
622.77,8.922e-9,,1.625e-27,,,8.571e-9,,,3.507e-10,
622.85,1.294e-8,,2.189e-27,,,1.265e-8,,,2.950e-10,
622.93,1.873e-8,,2.921e-27,,,1.848e-8,,,2.456e-10,
623.02,2.818e-8,,3.994e-27,,,2.798e-8,,,1.976e-10,
623.1,4.020e-8,,5.219e-27,,,4.003e-8,,,1.611e-10,
623.18,5.685e-8,,6.752e-27,,,5.672e-8,,,1.300e-10,
623.26,7.967e-8,,8.649e-27,,,7.956e-8,,,1.039e-10,
623.34,1.106e-7,,1.097e-26,,,1.105e-7,,,8.216e-11,
623.42,1.521e-7,,1.378e-26,,,1.520e-7,,,6.435e-11,
623.51,2.150e-7,,1.759e-26,,,2.150e-7,,,4.830e-11,
623.59,2.896e-7,,2.163e-26,,,2.895e-7,,,3.703e-11,
623.67,3.861e-7,,2.634e-26,,,3.861e-7,,,2.810e-11,
623.75,5.098e-7,,3.175e-26,,,5.098e-7,,,2.112e-11,
623.83,6.665e-7,,3.791e-26,,,6.665e-7,,,1.571e-11,
623.92,8.905e-7,,4.572e-26,,,8.905e-7,,,1.113e-11,
624,1.140e-6,,5.343e-26,,,1.140e-6,,,8.105e-12,
624.08,1.445e-6,,6.184e-26,,,1.445e-6,,,5.844e-12,
624.16,1.814e-6,,7.086e-26,,,1.814e-6,,,4.171e-12,
624.24,2.255e-6,,8.040e-26,,,2.255e-6,,,2.948e-12,
624.32,2.774e-6,,9.033e-26,,,2.774e-6,,,2.062e-12,
624.41,3.463e-6,,1.018e-25,,,3.463e-6,,,1.363e-12,
624.49,4.173e-6,,1.119e-25,,,4.173e-6,,,9.338e-13,
624.57,4.979e-6,,1.219e-25,,,4.979e-6,,,6.332e-13,
624.65,5.883e-6,,1.315e-25,,,5.883e-6,,,4.250e-13,
624.73,6.882e-6,,1.404e-25,,,6.882e-6,,,2.825e-13,
624.82,8.114e-6,,1.494e-25,,,8.114e-6,,,1.763e-13,
624.9,9.295e-6,,1.562e-25,,,9.295e-6,,,1.147e-13,
624.98,1.054e-5,,1.617e-25,,,1.054e-5,,,7.386e-14,
625.06,1.184e-5,,1.657e-25,,,1.184e-5,,,4.710e-14,
625.14,1.317e-5,,1.682e-25,,,1.317e-5,,,2.973e-14,
625.23,1.467e-5,,1.690e-25,,,1.467e-5,,,1.751e-14,
625.31,1.597e-5,,1.680e-25,,,1.597e-5,,,1.082e-14,
625.39,1.722e-5,,1.653e-25,,,1.722e-5,,,6.621e-15,
625.47,1.839e-5,,1.611e-25,,,1.839e-5,,,4.010e-15,
625.55,1.944e-5,,1.554e-25,,,1.944e-5,,,2.405e-15,
625.63,2.035e-5,,1.484e-25,,,2.035e-5,,,1.428e-15,
625.72,2.117e-5,,1.393e-25,,,2.117e-5,,,7.847e-16,
625.8,2.170e-5,,1.303e-25,,,2.170e-5,,,4.561e-16,
625.88,2.202e-5,,1.207e-25,,,2.202e-5,,,2.624e-16,
625.96,2.213e-5,,1.107e-25,,,2.213e-5,,,1.495e-16,
626.04,2.202e-5,,1.005e-25,,,2.202e-5,,,8.430e-17,
626.13,2.164e-5,,8.907e-26,,,2.164e-5,,,4.373e-17,
626.21,2.109e-5,,7.919e-26,,,2.109e-5,,,2.414e-17,
626.29,2.035e-5,,6.970e-26,,,2.035e-5,,,1.319e-17,
626.37,1.944e-5,,6.075e-26,,,1.944e-5,,,7.140e-18,
626.45,1.839e-5,,5.243e-26,,,1.839e-5,,,3.825e-18,
626.53,1.722e-5,,4.480e-26,,,1.722e-5,,,2.029e-18,
626.62,1.581e-5,,3.710e-26,,,1.581e-5,,,9.821e-19,
626.7,1.450e-5,,3.104e-26,,,1.450e-5,,,5.099e-19,
626.78,1.317e-5,,2.571e-26,,,1.317e-5,,,2.621e-19,
626.86,1.184e-5,,2.109e-26,,,1.184e-5,,,1.334e-19,
626.94,1.054e-5,,1.713e-26,,,1.054e-5,,,6.719e-20,
627.03,9.143e-6,,1.340e-26,,,9.143e-6,,,3.070e-20,
627.11,7.972e-6,,1.065e-26,,,7.972e-6,,,1.514e-20,
627.19,6.882e-6,,8.390e-27,,,6.882e-6,,,7.392e-21,
627.27,5.883e-6,,6.541e-27,,,5.883e-6,,,3.573e-21,
627.35,4.979e-6,,5.050e-27,,,4.979e-6,,,1.710e-21,
627.44,4.079e-6,,3.730e-27,,,4.079e-6,,,7.375e-22,
627.52,3.381e-6,,2.820e-27,,,3.381e-6,,,3.455e-22,
627.6,2.774e-6,,2.110e-27,,,2.774e-6,,,1.602e-22,
627.68,2.255e-6,,1.564e-27,,,2.255e-6,,,7.358e-23,
627.76,1.814e-6,,1.148e-27,,,1.814e-6,,,3.345e-23,
627.84,1.445e-6,,8.338e-28,,,1.445e-6,,,1.505e-23,
627.93,1.106e-6,,5.752e-28,,,1.106e-6,,,6.059e-24,
628.01,8.628e-7,,4.092e-28,,,8.628e-7,,,2.669e-24,
628.09,6.665e-7,,2.883e-28,,,6.665e-7,,,1.164e-24,
628.17,5.098e-7,,2.010e-28,,,5.098e-7,,,5.028e-25,
628.25,3.861e-7,,1.388e-28,,,3.861e-7,,,2.149e-25,
628.34,2.791e-7,,9.047e-29,,,2.791e-7,,,,
628.42,2.070e-7,,6.118e-29,,,2.070e-7,,,,
628.5,1.520e-7,,4.096e-29,,,1.520e-7,,,,
628.58,1.105e-7,,2.715e-29,,,1.105e-7,,,,
628.66,7.956e-8,,1.782e-29,,,7.956e-8,,,,
628.74,5.672e-8,,1.158e-29,,,5.672e-8,,,,
628.83,3.830e-8,,7.050e-30,,,3.830e-8,,,,
628.91,2.674e-8,,4.487e-30,,,2.674e-8,,,,
628.99,1.848e-8,,2.827e-30,,,1.848e-8,,,,
629.07,1.265e-8,,1.764e-30,,,1.265e-8,,,,
629.15,8.571e-9,,1.090e-30,,,8.571e-9,,,,
629.24,5.467e-9,,6.264e-31,,,5.467e-9,,,,
629.32,3.628e-9,,3.789e-31,,,3.628e-9,,,,
629.4,2.384e-9,,2.269e-31,,,2.384e-9,,,,
629.48,1.551e-9,,1.346e-31,,,1.551e-9,,,,
629.56,9.991e-10,,7.903e-32,,,9.991e-10,,,,
629.64,6.373e-10,,4.595e-32,,,6.373e-10,,,,
629.73,3.798e-10,,2.467e-32,,,3.798e-10,,,,
629.81,2.372e-10,,1.404e-32,,,2.372e-10,,,,
629.89,1.467e-10,,7.916e-33,,,1.467e-10,,,,
629.97,8.984e-11,,4.418e-33,,,8.984e-11,,,,
630.05,5.448e-11,,2.442e-33,,,5.448e-11,,,,
630.14,3.066e-11,,1.238e-33,,,3.066e-11,,,,
630.22,1.821e-11,,6.699e-34,,,1.821e-11,,,,
630.3,1.070e-11,,3.589e-34,,,1.070e-11,,,,
630.38,6.232e-12,,1.904e-34,,,6.232e-12,,,,
630.46,3.592e-12,,1.000e-34,,,3.592e-12,,,,
630.55,1.910e-12,,4.790e-35,,,1.910e-12,,,,
630.63,1.078e-12,,2.464e-35,,,1.078e-12,,,,
630.71,6.025e-13,,1.255e-35,,,6.025e-13,,,,
630.79,3.334e-13,,6.327e-36,,,3.334e-13,,,,
630.87,1.827e-13,,3.159e-36,,,1.827e-13,,,,
630.95,9.913e-14,,1.562e-36,,,9.913e-14,,,,
631.04,4.924e-14,,6.985e-37,,,4.924e-14,,,,
631.12,2.616e-14,,3.381e-37,,,2.616e-14,,,,
631.2,1.376e-14,,1.621e-37,,,1.376e-14,,,,
631.28,7.169e-15,,7.691e-38,,,7.169e-15,,,,
631.36,3.697e-15,,3.614e-38,,,3.697e-15,,,,
631.45,1.735e-15,,1.527e-38,,,1.735e-15,,,,
631.53,8.762e-16,,7.025e-39,,,8.762e-16,,,,
631.61,4.382e-16,,3.200e-39,,,4.382e-16,,,,
631.69,2.170e-16,,1.444e-39,,,2.170e-16,,,,
631.77,1.064e-16,,6.447e-40,,,1.064e-16,,,,
631.85,5.165e-17,,2.851e-40,,,5.165e-17,,,,
631.94,2.264e-17,,1.125e-40,,,2.264e-17,,,,
632.02,1.076e-17,,4.872e-41,,,1.076e-17,,,,
632.1,5.066e-18,,,,,5.066e-18,,,,
632.18,2.361e-18,,,,,2.361e-18,,,,
632.26,1.090e-18,,,,,1.090e-18,,,,
632.35,4.512e-19,,,,,4.512e-19,,,,
632.43,2.039e-19,,,,,2.039e-19,,,,
632.51,9.123e-20,,,,,9.123e-20,,,,
632.59,4.042e-20,,,,,4.042e-20,,,,
632.67,1.773e-20,,,,,1.773e-20,,,,
632.76,6.936e-21,,,,,6.936e-21,,,,
638.32,1.471e-16,,,,,,,1.471e-16,,
638.4,5.791e-16,,,,,,,5.791e-16,,
638.48,1.299e-15,,,,,,,1.299e-15,,
638.57,3.579e-15,,,,,,,3.579e-15,,
638.65,7.894e-15,,,,,,,7.894e-15,,
638.73,1.725e-14,,,,,,,1.725e-14,,
638.81,3.735e-14,,,,,,,3.735e-14,,
638.89,8.012e-14,,,,,,,8.012e-14,,
638.98,1.870e-13,,,,,,,1.870e-13,,
639.06,3.934e-13,,,,,,,3.934e-13,,
639.14,8.200e-13,,,,,,,8.200e-13,,
639.22,1.693e-12,,,,,,,1.693e-12,,
639.3,3.465e-12,,,,,,,3.465e-12,,
639.38,7.025e-12,,,,,,,7.025e-12,,
639.47,1.539e-11,,,,,,,1.539e-11,,
639.55,3.060e-11,,,,,,,3.060e-11,,
639.63,6.027e-11,,,,,,,6.027e-11,,
639.71,1.176e-10,,,,,,,1.176e-10,,
639.79,2.275e-10,,,,,,,2.275e-10,,
639.88,4.726e-10,,,,,,,4.726e-10,,
639.96,8.963e-10,,,,,,,8.963e-10,,
640.04,1.684e-9,,,,,,,1.684e-9,,
640.12,3.136e-9,,,,,,,3.136e-9,,
640.2,5.785e-9,,,,,,,5.785e-9,,
640.28,1.058e-8,,,,,,,1.058e-8,,
640.37,2.062e-8,,,,,,,2.062e-8,,
640.45,3.696e-8,,,,,,,3.696e-8,,
640.53,6.564e-8,,,,,,,6.564e-8,,
640.61,1.155e-7,,,,,,,1.155e-7,,
640.69,2.014e-7,,,,,,,2.014e-7,,
640.78,3.724e-7,,,,,,,3.724e-7,,
640.86,6.368e-7,,,,,,,6.368e-7,,
640.94,1.079e-6,,,,,,,1.079e-6,,
641.02,1.811e-6,,,,,,,1.811e-6,,
641.1,3.013e-6,,,,,,,3.013e-6,,
641.19,5.283e-6,,,,,,,5.283e-6,,
641.27,8.619e-6,,,,,,,8.619e-6,,
641.35,1.393e-5,,,,,,,1.393e-5,,
641.43,2.231e-5,,,,,,,2.231e-5,,
641.51,3.541e-5,,,,,,,3.541e-5,,
641.59,5.567e-5,,,,,,,5.567e-5,,
641.68,9.162e-5,,,,,,,9.162e-5,,
641.76,1.413e-4,,,,,,,1.413e-4,,
641.84,2.159e-4,,,,,,,2.159e-4,,
641.92,3.268e-4,,,,,,,3.268e-4,,
642,4.903e-4,,,,,,,4.903e-4,,
642.09,7.653e-4,,,,,,,7.653e-4,,
642.17,1.126e-3,,,,,,,1.126e-3,,
642.25,1.641e-3,,,,,,,1.641e-3,,
642.33,2.370e-3,,,,,,,2.370e-3,,
642.41,3.392e-3,,,,,,,3.392e-3,,
642.49,4.810e-3,,,,,,,4.810e-3,,
642.58,7.048e-3,,,,,,,7.048e-3,,
642.66,9.802e-3,,,,,,,9.802e-3,,
642.74,1.351e-2,,,,,,,1.351e-2,,
642.82,1.844e-2,,,,,,,1.844e-2,,
642.9,2.495e-2,,,,,,,2.495e-2,,
642.99,3.468e-2,,,,,,,3.468e-2,,
643.07,4.601e-2,,,,,,,4.601e-2,,
643.15,6.049e-2,,,,,,,6.049e-2,,
643.23,7.881e-2,,,,,,,7.881e-2,,
643.31,1.017e-1,,,,,,,1.017e-1,,
643.4,1.341e-1,,,,,,,1.341e-1,,
643.48,1.697e-1,,,,,,,1.697e-1,,
643.56,2.129e-1,,,,,,,2.129e-1,,
643.64,2.647e-1,,,,,,,2.647e-1,,4.458e-42
643.72,3.259e-1,,,,,,,3.259e-1,,1.000e-41
643.8,3.978e-1,,,,,,,3.978e-1,,2.224e-41
643.89,4.922e-1,,,,,,,4.922e-1,,5.403e-41
643.97,5.891e-1,,,,,,,5.891e-1,,1.178e-40
644.05,6.986e-1,,,,,,,6.986e-1,,2.545e-40
644.13,8.209e-1,,,,,,,8.209e-1,,5.448e-40
644.21,9.558e-1,,,,,,,9.558e-1,,1.156e-39
644.3,1.122e+0,,,,,,,1.122e+0,,2.664e-39
644.38,1.281e+0,,,,,,,1.281e+0,,5.543e-39
644.46,1.450e+0,,,,,,,1.450e+0,,1.143e-38
644.54,1.625e+0,,,,,,,1.625e+0,,2.334e-38
644.62,1.805e+0,,,,,,,1.805e+0,,4.725e-38
644.7,1.987e+0,,,,,,,1.987e+0,,9.477e-38
644.79,2.190e+0,,,,,,,2.190e+0,,2.051e-37
644.87,2.364e+0,,,,,,,2.364e+0,,4.035e-37
644.95,2.529e+0,,,,,,,2.529e+0,,7.865e-37
645.03,2.681e+0,,,,,,,2.681e+0,,1.519e-36
645.11,2.816e+0,,,,,,,2.816e+0,,2.908e-36
645.2,2.943e+0,,,,,,,2.943e+0,,5.970e-36
645.28,3.032e+0,,,,,,,3.032e+0,,1.121e-35
645.36,3.095e+0,,,,,,,3.095e+0,,2.084e-35
645.44,3.130e+0,,,,,,,3.130e+0,,3.842e-35
645.52,3.137e+0,,,,,,,3.137e+0,,7.016e-35
645.6,3.115e+0,,,,,,,3.115e+0,,1.270e-34
645.69,3.056e+0,,,,,,,3.056e+0,,2.448e-34
645.77,2.977e+0,,,,,,,2.977e+0,,4.345e-34
645.85,2.872e+0,,,,,,,2.872e+0,,7.641e-34
645.93,2.746e+0,,,,,,,2.746e+0,,1.332e-33
646.01,2.602e+0,,,,,,,2.602e+0,,2.300e-33
646.1,2.422e+0,,,,,,,2.422e+0,,4.205e-33
646.18,2.251e+0,,,,,,,2.251e+0,,7.123e-33
646.26,2.072e+0,,,,,,,2.072e+0,,1.195e-32
646.34,1.891e+0,,,,,,,1.891e+0,,1.988e-32
646.42,1.709e+0,,,,,,,1.709e+0,,3.275e-32
646.51,1.509e+0,,,,,,,1.509e+0,,5.683e-32
646.59,1.338e+0,,,,,,,1.338e+0,,9.184e-32
646.67,1.175e+0,,,,,,,1.175e+0,,1.471e-31
646.75,1.023e+0,,,,,,,1.023e+0,,2.334e-31
646.83,8.823e-1,,,,,,,8.823e-1,,3.669e-31
646.91,7.541e-1,,,,,,,7.541e-1,,5.717e-31
647,6.251e-1,,,,,,,6.251e-1,,9.313e-31
647.08,5.239e-1,,,,,,,5.239e-1,,1.423e-30
647.16,4.351e-1,,,,,,,4.351e-1,,2.155e-30
647.24,3.581e-1,,,,,,,3.581e-1,,3.233e-30
647.32,2.920e-1,,,,,,,2.920e-1,,4.807e-30
647.41,2.296e-1,,1.616e-41,,,,,2.296e-1,,7.428e-30
647.49,1.836e-1,,1.052e-40,,,,,1.836e-1,,1.083e-29
647.57,1.455e-1,,2.343e-40,,,,,1.455e-1,,1.565e-29
647.65,1.142e-1,,5.168e-40,,,,,1.142e-1,,2.241e-29
647.73,8.885e-2,,1.130e-39,,,,,8.885e-2,,3.179e-29
647.81,6.849e-2,,2.448e-39,,,,,6.849e-2,,4.469e-29
647.9,5.055e-2,,5.779e-39,,,,,5.055e-2,,6.484e-29
647.98,3.822e-2,,1.228e-38,,,,,3.822e-2,,8.939e-29
648.06,2.863e-2,,2.587e-38,,,,,2.863e-2,,1.221e-28
648.14,2.125e-2,,5.402e-38,,,,,2.125e-2,,1.653e-28
648.22,1.563e-2,,1.118e-37,,,,,1.563e-2,,2.218e-28
648.31,1.094e-2,,2.505e-37,,,,,1.094e-2,,3.053e-28
648.39,7.890e-3,,5.083e-37,,,,,7.890e-3,,4.016e-28
648.47,5.639e-3,,1.022e-36,,,,,5.639e-3,,5.235e-28
648.55,3.993e-3,,2.037e-36,,,,,3.993e-3,,6.763e-28
648.63,2.802e-3,,4.024e-36,,,,,2.802e-3,,8.657e-28
648.72,1.860e-3,,8.561e-36,,,,,1.860e-3,,1.130e-27
648.8,1.280e-3,,1.659e-35,,,,,1.280e-3,,1.419e-27
648.88,8.726e-4,,3.185e-35,,,,,8.726e-4,,1.765e-27
648.96,5.895e-4,,6.061e-35,,,,,5.895e-4,,2.176e-27
649.04,3.946e-4,,1.143e-34,,,,,3.946e-4,,2.658e-27
649.12,2.617e-4,,2.136e-34,,,,,2.617e-4,,3.217e-27
649.21,1.631e-4,,4.271e-34,,,,,1.631e-4,,3.944e-27
649.29,1.061e-4,,7.830e-34,,,,,1.061e-4,,4.681e-27
649.37,6.838e-5,,1.423e-33,,,,,6.838e-5,3.075e-24,5.506e-27
649.45,4.367e-5,,2.562e-33,,,,,4.367e-5,6.840e-24,6.417e-27
649.53,2.763e-5,,4.572e-33,,,,,2.763e-5,1.508e-23,7.411e-27
649.62,1.633e-5,,8.676e-33,,,,,1.633e-5,3.631e-23,8.620e-27
649.7,1.013e-5,,1.519e-32,,,,,1.013e-5,7.852e-23,9.763e-27
649.78,6.230e-6,,2.635e-32,,,,,6.230e-6,1.683e-22,1.096e-26
649.86,3.795e-6,,4.531e-32,,,,,3.795e-6,3.576e-22,1.219e-26
649.94,2.291e-6,,7.720e-32,,,,,2.291e-6,7.549e-22,1.343e-26
650.02,1.370e-6,,1.304e-31,,,,,1.370e-6,1.575e-21,1.467e-26
650.11,7.600e-7,,2.325e-31,,,,,7.600e-7,3.566e-21,1.602e-26
650.19,4.457e-7,,3.851e-31,,,,,4.457e-7,7.301e-21,1.715e-26
650.27,2.590e-7,,6.323e-31,,,,,2.590e-7,1.482e-20,1.820e-26
650.35,1.492e-7,,1.029e-30,,,,,1.492e-7,2.980e-20,1.914e-26
650.43,8.510e-8,,1.659e-30,,,,,8.510e-8,5.939e-20,1.995e-26
650.52,4.477e-8,,2.809e-30,,,,,4.477e-8,1.276e-19,2.066e-26
650.6,2.505e-8,,4.443e-30,,,8.819e-18,,2.505e-8,2.496e-19,2.112e-26
650.68,1.388e-8,,6.964e-30,,,1.964e-17,,1.388e-8,4.838e-19,2.138e-26
650.76,7.626e-9,,1.082e-29,,,4.337e-17,,7.626e-9,9.292e-19,2.146e-26
650.84,4.150e-9,,1.666e-29,,,9.489e-17,,4.150e-9,1.769e-18,2.134e-26
650.92,2.238e-9,,2.542e-29,,,2.058e-16,,2.238e-9,3.337e-18,2.102e-26
651.01,1.105e-9,,4.046e-29,,,4.863e-16,,1.105e-9,6.744e-18,2.045e-26
651.09,5.842e-10,,6.057e-29,,,1.039e-15,,5.842e-10,1.248e-17,1.976e-26
651.17,3.061e-10,,8.986e-29,,,2.192e-15,,3.061e-10,2.290e-17,1.892e-26
651.25,1.589e-10,,1.321e-28,,,4.582e-15,,1.589e-10,4.164e-17,1.795e-26
651.33,8.174e-11,,1.925e-28,,,9.494e-15,,8.173e-11,7.504e-17,1.688e-26
651.42,3.828e-11,,2.910e-28,,,2.132e-14,,3.826e-11,1.440e-16,1.557e-26
651.5,1.934e-11,,4.160e-28,,,4.333e-14,,1.930e-11,2.546e-16,1.436e-26
651.58,9.733e-12,,5.895e-28,,,8.731e-14,,9.645e-12,4.462e-16,1.312e-26
651.66,4.951e-12,,8.279e-28,,,1.743e-13,,4.776e-12,7.749e-16,1.188e-26
651.74,2.689e-12,,1.152e-27,,,3.451e-13,,2.343e-12,1.334e-15,1.066e-26
651.83,1.778e-12,,1.654e-27,,,7.359e-13,,1.040e-12,2.431e-15,9.328e-27
651.91,1.934e-12,,2.258e-27,,,1.429e-12,,5.004e-13,4.106e-15,8.207e-27
651.99,2.996e-12,,3.057e-27,,,2.750e-12,,2.385e-13,6.873e-15,7.155e-27
652.07,5.371e-12,,4.101e-27,,,5.247e-12,,1.127e-13,1.140e-14,6.181e-27
652.15,9.991e-12,,5.452e-27,,,9.920e-12,,5.272e-14,1.875e-14,5.292e-27
