Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
585.69,2.952e-6,,,,,2.952e-6,3.836e-22,,,
585.78,2.961e-6,,,,,2.961e-6,2.335e-22,,,
585.86,2.970e-6,,,,,2.970e-6,1.484e-22,,,
585.94,2.998e-6,,,,,2.998e-6,9.323e-23,,,
586.02,3.070e-6,,,,,3.070e-6,5.791e-23,,,
586.1,3.221e-6,,,,,3.221e-6,3.556e-23,,,
586.18,3.496e-6,,,,,3.496e-6,2.159e-23,,,
586.27,4.032e-6,,,,,4.032e-6,1.215e-23,,,
586.35,4.799e-6,,,,,4.799e-6,7.199e-24,,,
586.43,5.954e-6,,,,,5.954e-6,4.218e-24,,,
586.51,7.634e-6,,,,,7.634e-6,2.443e-24,,,
586.59,1.002e-5,,,,,1.002e-5,1.399e-24,,,
586.68,1.382e-5,,,,,1.382e-5,7.371e-25,,,
586.76,1.849e-5,,,,,1.849e-5,4.120e-25,,,
586.84,2.473e-5,,,,,2.473e-5,2.277e-25,,,
586.92,3.295e-5,,,,,3.295e-5,1.244e-25,,,
587,4.360e-5,,,,,4.360e-5,6.719e-26,,,
587.08,5.721e-5,,,,,5.721e-5,3.588e-26,,,
587.17,7.681e-5,,,,,7.681e-5,1.748e-26,,,
587.25,9.875e-5,,,,,9.875e-5,9.109e-27,,,
587.33,1.256e-4,,,,,1.256e-4,4.694e-27,,,
587.41,1.581e-4,,,,,1.581e-4,2.391e-27,,,
587.49,1.969e-4,,,,,1.969e-4,1.205e-27,,,
587.58,2.488e-4,,,,,2.488e-4,5.493e-28,,,
587.66,3.027e-4,,,,,3.027e-4,2.701e-28,,,
587.74,3.642e-4,,,,,3.642e-4,1.313e-28,,,
587.82,4.335e-4,,,,,4.335e-4,6.308e-29,,,
587.9,5.103e-4,,,,,5.103e-4,2.997e-29,,,
587.99,6.050e-4,,,,,6.050e-4,1.280e-29,,,
588.07,6.957e-4,,,,,6.957e-4,5.935e-30,,,
588.15,7.913e-4,,,,,7.913e-4,2.721e-30,,,
588.23,8.900e-4,,,,,8.900e-4,1.233e-30,,,
588.31,9.902e-4,,,,,9.902e-4,5.527e-31,,,
588.39,1.089e-3,,,,,1.089e-3,2.448e-31,,,
588.48,1.197e-3,,,,,1.197e-3,9.665e-32,,,
588.56,1.287e-3,,,,,1.287e-3,4.180e-32,,,
588.64,1.368e-3,,,,,1.368e-3,1.787e-32,,,
588.72,1.438e-3,,,,,1.438e-3,7.553e-33,,,
588.8,1.496e-3,,,,,1.496e-3,3.156e-33,,,
588.89,1.542e-3,,,,,1.542e-3,1.167e-33,,,
588.97,1.567e-3,,,,,1.567e-3,4.758e-34,,,
589.05,1.574e-3,,,,,1.574e-3,,,,
589.13,1.564e-3,,,,,1.564e-3,,,,
589.21,1.537e-3,,,,,1.537e-3,,,,
589.29,1.494e-3,,,,,1.494e-3,,,,
589.38,1.428e-3,,,,,1.428e-3,,1.016e-16,,
589.46,1.356e-3,,,,,1.356e-3,,2.443e-16,,
589.54,1.274e-3,,,,,1.274e-3,,5.815e-16,,
589.62,1.183e-3,,,,,1.183e-3,,1.369e-15,,
589.7,1.087e-3,,,,,1.087e-3,,3.187e-15,,
589.79,9.750e-4,,,,,9.750e-4,,8.141e-15,,
589.87,8.750e-4,,,,,8.750e-4,,1.852e-14,,
589.95,7.767e-4,,,,,7.767e-4,,4.168e-14,,
590.03,6.819e-4,,,,,6.819e-4,,9.277e-14,,
590.11,5.921e-4,,,,,5.921e-4,,2.043e-13,,
590.19,5.085e-4,,,,,5.085e-4,,4.449e-13,,
590.28,4.228e-4,,,,,4.228e-4,,1.054e-12,,
590.36,3.548e-4,,,,,3.548e-4,,2.243e-12,,
590.44,2.944e-4,,,,,2.944e-4,,4.722e-12,,
590.52,2.416e-4,,,,,2.416e-4,,9.832e-12,,
590.6,1.961e-4,,,,,1.961e-4,,2.025e-11,,
590.69,1.531e-4,,,,,1.531e-4,,4.506e-11,,
590.77,1.214e-4,,,,,1.214e-4,,9.067e-11,,
590.85,9.519e-5,,,,,9.519e-5,,1.805e-10,,
590.93,7.384e-5,,,,,7.384e-5,,3.554e-10,,
591.01,5.665e-5,,,,,5.665e-5,,6.921e-10,,
591.1,4.150e-5,,,,,4.150e-5,,1.446e-9,,
591.18,3.111e-5,,,,,3.111e-5,,2.752e-9,,
591.26,2.306e-5,,,,,2.306e-5,,5.180e-9,,
591.34,1.692e-5,,,,,1.691e-5,,9.645e-9,,
591.42,1.228e-5,,,,,1.226e-5,,1.776e-8,,
591.5,8.826e-6,,,,,8.794e-6,,3.236e-8,,
591.59,6.034e-6,,,,,5.972e-6,,6.272e-8,,
591.67,4.296e-6,,,,,4.184e-6,,1.117e-7,,
591.75,3.096e-6,,,,,2.900e-6,,1.966e-7,,
591.83,2.330e-6,,,,,1.988e-6,,3.424e-7,,
591.91,1.937e-6,,,,,1.347e-6,,5.898e-7,,
592,1.932e-6,,,,,8.588e-7,,1.074e-6,,
592.08,2.376e-6,,,,,5.687e-7,,1.807e-6,,
592.16,3.381e-6,,,,,3.725e-7,,3.009e-6,,
592.24,5.197e-6,,,,,2.414e-7,,4.955e-6,,
592.32,8.227e-6,,,,,1.546e-7,,8.073e-6,,1.973e-43
592.4,1.311e-5,,,,,9.801e-8,,1.301e-5,,4.743e-43
592.49,2.202e-5,,,,,5.791e-8,,2.196e-5,,1.256e-42
592.57,3.462e-5,,,,,3.585e-8,,3.458e-5,,2.952e-42
592.65,5.388e-5,,,,,2.195e-8,,5.386e-5,,6.861e-42
592.73,8.298e-5,,,,,1.329e-8,,8.297e-5,,1.578e-41
592.81,1.264e-4,,,,,7.963e-9,,1.264e-4,,3.589e-41
592.9,2.004e-4,,,,,4.415e-9,,2.004e-4,,8.932e-41
592.98,2.985e-4,,,,,2.584e-9,,2.984e-4,,1.986e-40
593.06,4.395e-4,,,,,1.495e-9,,4.395e-4,,4.367e-40
593.14,6.403e-4,,,,,8.559e-10,,6.403e-4,,9.502e-40
593.22,9.227e-4,,,,,4.845e-10,,9.227e-4,,2.045e-39
593.31,1.374e-3,,,,,2.521e-10,,1.374e-3,,4.782e-39
593.39,1.934e-3,,,,,1.394e-10,,1.934e-3,,1.006e-38
593.47,2.694e-3,,,,,7.627e-11,,2.694e-3,,2.093e-38
593.55,3.711e-3,,,,,4.126e-11,,3.711e-3,,4.309e-38
593.63,5.057e-3,,,,,2.208e-11,,5.057e-3,,8.776e-38
593.71,6.816e-3,,,,,1.168e-11,,6.816e-3,,1.768e-37
593.8,9.413e-3,,,,,5.635e-12,,9.413e-3,,3.838e-37
593.88,1.240e-2,,,,,2.913e-12,,1.240e-2,,7.557e-37
593.96,1.615e-2,,,,,1.489e-12,,1.615e-2,,1.472e-36
594.04,2.081e-2,,,,,7.530e-13,,2.081e-2,,2.836e-36
594.12,2.653e-2,,,,,3.766e-13,,2.653e-2,,5.406e-36
594.21,3.440e-2,,,,,1.704e-13,,3.440e-2,,1.103e-35
594.29,4.284e-2,,,,,8.327e-14,,4.284e-2,,2.054e-35
594.37,5.278e-2,,,,,4.023e-14,,5.278e-2,,3.786e-35
594.45,6.432e-2,,,,,1.923e-14,,6.432e-2,,6.902e-35
594.53,7.752e-2,,,,,9.087e-15,,7.752e-2,,1.245e-34
594.61,9.243e-2,,,,,4.247e-15,,9.243e-2,,2.221e-34
594.7,1.112e-1,,,,,1.782e-15,,1.112e-1,,4.206e-34
594.78,1.295e-1,,,,,8.135e-16,,1.295e-1,,7.334e-34
594.86,1.493e-1,,,,,3.674e-16,,1.493e-1,,1.265e-33
594.94,1.701e-1,,,,,1.641e-16,,1.701e-1,,2.159e-33
595.02,1.918e-1,,,,,7.247e-17,,1.918e-1,,3.644e-33
595.11,2.167e-1,,,,,2.853e-17,,2.167e-1,,6.484e-33
595.19,2.387e-1,,,,,1.231e-17,,2.387e-1,,1.070e-32
595.27,2.601e-1,,,,,5.252e-18,,2.601e-1,,1.746e-32
595.35,2.804e-1,,,,,2.217e-18,,2.804e-1,,2.819e-32
595.43,2.989e-1,,,,,9.252e-19,,2.989e-1,,4.503e-32
595.51,3.152e-1,,,,,3.096e-19,,3.152e-1,,7.115e-32
595.6,3.303e-1,,,,,1.135e-19,,3.303e-1,,1.175e-31
595.68,3.404e-1,,,,,,,3.404e-1,,1.815e-31
595.76,3.469e-1,,,,,,,3.469e-1,,2.773e-31
595.84,3.498e-1,,,,,,,3.498e-1,,4.190e-31
595.92,3.488e-1,,,,,,,3.488e-1,,6.265e-31
596.01,3.433e-1,,,,,,,3.433e-1,,9.723e-31
596.09,3.345e-1,,,,,,,3.345e-1,,1.421e-30
596.17,3.224e-1,,,,,,,3.224e-1,,2.054e-30
596.25,3.074e-1,,,,,,,3.074e-1,,2.936e-30
596.33,2.899e-1,,,,,,,2.899e-1,,4.154e-30
596.42,2.679e-1,,,,,,,2.679e-1,,6.058e-30
596.5,2.468e-1,,,,,,,2.468e-1,,8.375e-30
596.58,2.250e-1,,,,,,,2.250e-1,,1.145e-29
596.66,2.028e-1,,,,,,,2.028e-1,,1.550e-29
596.74,1.809e-1,,,,,,,1.809e-1,,2.074e-29
596.82,1.596e-1,,,,,,,1.596e-1,,2.746e-29
596.91,1.368e-1,,,,,,,1.368e-1,,3.718e-29
596.99,1.179e-1,,,,,,,1.179e-1,,4.811e-29
597.07,1.005e-1,,,,,,,1.005e-1,,6.159e-29
597.15,8.476e-2,,,,,,,8.476e-2,,7.800e-29
597.23,7.071e-2,,,,,,,7.071e-2,,9.772e-29
597.32,5.691e-2,,,,,,,5.691e-2,,1.243e-28
597.4,4.639e-2,,,,,,,4.639e-2,,1.522e-28
597.48,3.740e-2,,,,,,,3.740e-2,,1.843e-28
597.56,2.983e-2,,,,,,,2.983e-2,,2.209e-28
597.64,2.353e-2,,,,,,,2.353e-2,,2.618e-28
597.72,1.836e-2,,,,,,,1.836e-2,,3.070e-28
597.81,1.371e-2,,,,,,,1.371e-2,,3.626e-28
597.89,1.045e-2,,,,,,,1.045e-2,,4.155e-28
597.97,7.881e-3,,,,,,,7.881e-3,,4.711e-28
598.05,5.879e-3,,,,,,,5.879e-3,,5.283e-28
598.13,4.338e-3,,,,,,,4.338e-3,,5.862e-28
598.22,3.042e-3,,,,,,,3.042e-3,,6.504e-28
598.3,2.193e-3,,,,,,,2.193e-3,,7.053e-28
598.38,1.564e-3,,,,,,,1.564e-3,,7.566e-28
598.46,1.103e-3,,,,,,,1.103e-3,,8.028e-28
598.54,7.697e-4,,,,,,,7.697e-4,,8.428e-28
598.63,5.068e-4,,,,,,,5.068e-4,,8.787e-28
598.71,3.455e-4,,,,,,,3.455e-4,,9.016e-28
598.79,2.330e-4,,,,,,,2.330e-4,,9.151e-28
598.87,1.554e-4,,,,,,,1.554e-4,,9.188e-28
598.95,1.026e-4,,,,,,,1.026e-4,,9.126e-28
599.03,6.694e-5,,,,,,,6.694e-5,,8.967e-28
599.12,4.088e-5,,,,,,,4.088e-5,,8.679e-28
599.2,2.607e-5,,,,,,,2.607e-5,,8.335e-28
599.28,1.645e-5,,,,,,,1.645e-5,,7.918e-28
599.36,1.026e-5,,,,,,,1.026e-5,,7.442e-28
599.44,6.334e-6,,,,,,,6.334e-6,,6.919e-28
599.53,3.633e-6,,,,,,,3.633e-6,,6.292e-28
599.61,2.191e-6,,,,,,,2.191e-6,,5.717e-28
599.69,1.307e-6,,,,,,,1.307e-6,,5.139e-28
599.77,7.719e-7,,,,,,,7.719e-7,,4.570e-28
599.85,4.517e-7,,,,,,,4.517e-7,,4.020e-28
599.93,2.629e-7,,,,,,,2.629e-7,,3.498e-28
600.02,1.445e-7,,,,,,,1.445e-7,,2.954e-28
600.1,8.950e-8,,,,,,,8.950e-8,,2.513e-28
600.18,6.443e-8,,,,,,,6.443e-8,,2.115e-28
600.26,6.158e-8,,,,,,,6.158e-8,,1.761e-28
600.34,7.985e-8,,,,,,,7.985e-8,,1.451e-28
600.43,1.323e-7,,,,,,,1.323e-7,,1.154e-28
600.51,2.219e-7,,,,,,,2.219e-7,,9.316e-29
600.59,3.773e-7,,,,,,,3.773e-7,,7.465e-29
600.67,6.393e-7,,,,,,,6.393e-7,,5.950e-29
600.75,1.075e-6,,,,,,,1.075e-6,,4.740e-29
600.83,1.788e-6,,,,,,,1.788e-6,,3.802e-29
600.92,3.133e-6,,,,,,,3.133e-6,,3.041e-29
601,5.099e-6,,,,,,,5.099e-6,,2.603e-29
601.08,8.212e-6,,,,,,,8.212e-6,,2.373e-29
601.16,1.309e-5,,,,,,,1.309e-5,,2.346e-29
601.24,2.064e-5,,,,,,,2.064e-5,,2.523e-29
601.33,3.401e-5,,,,,,,3.401e-5,,2.979e-29
601.41,5.244e-5,,,,,,,5.244e-5,,3.634e-29
601.49,7.999e-5,,,,,,,7.999e-5,,4.551e-29
601.57,1.207e-4,,,,,,,1.207e-4,,5.766e-29
601.65,1.803e-4,,,,,,,1.803e-4,,7.320e-29
601.74,2.796e-4,,,,,,,2.796e-4,,9.530e-29
601.82,4.083e-4,,,,,,,4.083e-4,,1.196e-28
601.9,5.900e-4,,,,,,,5.900e-4,,1.488e-28
601.98,8.435e-4,,,,,,,8.435e-4,,1.833e-28
602.06,1.193e-3,,,,,,,1.193e-3,,2.236e-28
602.14,1.670e-3,,,,,,,1.670e-3,,2.700e-28
602.23,2.407e-3,,,,,,,2.407e-3,,3.296e-28
602.31,3.295e-3,,,,,,,3.295e-3,,3.891e-28
602.39,4.461e-3,,,,,,,4.461e-3,,4.545e-28
602.47,5.978e-3,,,,,,,5.978e-3,,5.253e-28
602.55,7.925e-3,,,,,,,7.925e-3,,6.008e-28
602.64,1.075e-2,,,,,,,1.075e-2,,6.898e-28
602.72,1.393e-2,,,,,,,1.393e-2,,7.713e-28
602.8,1.787e-2,,,,,,,1.787e-2,,8.533e-28
602.88,2.268e-2,,,,,3.531e-21,,2.268e-2,,9.340e-28
602.96,2.847e-2,,,,,8.353e-21,,2.847e-2,,1.011e-27
603.04,3.538e-2,,,,,1.956e-20,,3.538e-2,,1.084e-27
603.13,4.460e-2,,,,,5.029e-20,,4.460e-2,,1.157e-27
603.21,5.418e-2,,,,,1.225e-19,,5.418e-2,,1.212e-27
603.29,6.513e-2,,,,,2.783e-19,,6.513e-2,,1.256e-27
603.37,7.746e-2,,,,,6.258e-19,,7.746e-2,,1.288e-27
603.45,9.116e-2,,,,,1.393e-18,,9.116e-2,,1.307e-27
603.54,1.081e-1,,,,,3.383e-18,,1.081e-1,,1.312e-27
603.62,1.244e-1,,,,,7.367e-18,,1.244e-1,,1.302e-27
603.7,1.416e-1,1.994e-12,,,,1.587e-17,,1.416e-1,,1.278e-27
603.78,1.595e-1,4.710e-12,,,,3.386e-17,,1.595e-1,,1.241e-27
603.86,1.778e-1,1.101e-11,,,,7.147e-17,,1.778e-1,,1.192e-27
603.95,1.984e-1,2.828e-11,,,,1.636e-16,,1.984e-1,,1.126e-27
604.03,2.162e-1,6.467e-11,,,,3.379e-16,,2.162e-1,,1.057e-27
604.11,2.332e-1,1.464e-10,,,,6.907e-16,,2.332e-1,,9.829e-28
604.19,2.488e-1,3.278e-10,,,,1.398e-15,,2.488e-1,,9.040e-28
604.27,2.627e-1,7.267e-10,,,,2.799e-15,,2.627e-1,,8.227e-28
604.35,2.744e-1,1.594e-9,,,,5.547e-15,,2.744e-1,,7.407e-28
604.44,2.846e-1,3.810e-9,,,,1.183e-14,,2.846e-1,,6.500e-28
604.52,2.907e-1,8.177e-9,,,,2.294e-14,,2.907e-1,,5.723e-28
604.6,2.938e-1,1.736e-8,,,,4.404e-14,,2.938e-1,,4.987e-28
604.68,2.938e-1,3.649e-8,,,,8.368e-14,,2.938e-1,,4.300e-28
604.76,2.907e-1,7.591e-8,,,,1.574e-13,,2.907e-1,,3.671e-28
604.85,2.837e-1,1.709e-7,,,,3.164e-13,,2.837e-1,,3.038e-28
604.93,2.744e-1,3.477e-7,,,,5.822e-13,,2.744e-1,,2.543e-28
605.01,2.627e-1,7.001e-7,,,,1.060e-12,,2.627e-1,,2.114e-28
605.09,2.488e-1,1.395e-6,,,,1.912e-12,,2.488e-1,,1.748e-28
605.17,2.332e-1,2.751e-6,,,,3.412e-12,,2.332e-1,,1.443e-28
605.25,2.162e-1,5.369e-6,,,,6.028e-12,,2.162e-1,,1.198e-28
605.34,1.962e-1,1.125e-5,,,,1.129e-11,,1.961e-1,,9.893e-29
605.42,1.779e-1,2.148e-5,,,,1.952e-11,,1.778e-1,,8.611e-29
605.5,1.596e-1,4.058e-5,,,,3.341e-11,,1.595e-1,,7.850e-29
605.58,1.417e-1,7.588e-5,,,,5.659e-11,,1.416e-1,,7.601e-29
605.66,1.245e-1,1.404e-4,,,,9.488e-11,,1.244e-1,,7.868e-29
605.75,1.064e-1,2.772e-4,,,,1.677e-10,,1.061e-1,,8.801e-29
605.83,9.166e-2,5.017e-4,,,,2.751e-10,,9.116e-2,,1.022e-28
605.91,7.836e-2,8.987e-4,,,,4.469e-10,,7.746e-2,,1.224e-28
605.99,6.672e-2,1.593e-3,,,,7.186e-10,,6.513e-2,,1.489e-28
606.07,5.697e-2,2.795e-3,,,,1.144e-9,,5.418e-2,,1.824e-28
606.15,4.945e-2,4.853e-3,,,,1.802e-9,,4.460e-2,,2.232e-28
606.24,4.430e-2,8.917e-3,,,,2.970e-9,,3.538e-2,,2.787e-28
606.32,4.362e-2,1.515e-2,,,,4.580e-9,,2.847e-2,,3.368e-28
606.4,4.813e-2,2.546e-2,,,,6.993e-9,,2.268e-2,,4.036e-28
606.48,6.021e-2,4.235e-2,,,,1.057e-8,,1.787e-2,,4.792e-28
606.56,8.365e-2,6.972e-2,,,,1.581e-8,,1.393e-2,,5.633e-28
606.65,1.310e-1,1.206e-1,,,,2.459e-8,,1.040e-2,,6.675e-28
606.73,2.022e-1,1.943e-1,,,,3.601e-8,,7.925e-3,,7.678e-28
606.81,3.156e-1,3.096e-1,,,,5.221e-8,,5.978e-3,,8.740e-28
606.89,4.928e-1,4.883e-1,,,,7.495e-8,,4.461e-3,,9.846e-28
606.97,7.655e-1,7.622e-1,,,,1.065e-7,,3.295e-3,,1.098e-27
607.06,1.245e+0,1.242e+0,,,,1.563e-7,,2.313e-3,,1.225e-27
607.14,1.898e+0,1.897e+0,,,,2.174e-7,,1.670e-3,,1.336e-27
607.22,2.867e+0,2.866e+0,,,,2.994e-7,,1.193e-3,,1.441e-27
607.3,4.286e+0,4.286e+0,,,,4.083e-7,,8.435e-4,,1.539e-27
607.38,6.343e+0,6.342e+0,,,,5.512e-7,,5.900e-4,,1.626e-27
607.46,9.289e+0,9.289e+0,,,,7.368e-7,,4.083e-4,,1.700e-27
607.55,1.409e+1,1.409e+1,,,,1.009e-6,,2.665e-4,,1.765e-27
607.63,2.019e+1,2.019e+1,,,,1.320e-6,,1.803e-4,,1.805e-27
607.71,2.863e+1,2.863e+1,,,,1.711e-6,,1.207e-4,,1.826e-27
607.79,4.017e+1,4.017e+1,,,,2.194e-6,,7.999e-5,,1.828e-27
607.87,5.578e+1,5.578e+1,,,,2.787e-6,,5.244e-5,,1.812e-27
607.96,7.971e+1,7.971e+1,,,,3.604e-6,,3.220e-5,,1.771e-27
608.04,1.083e+2,1.083e+2,,,,4.481e-6,,2.064e-5,,1.716e-27
608.12,1.455e+2,1.455e+2,,,,5.518e-6,,1.309e-5,,1.646e-27
608.2,1.936e+2,1.936e+2,,,,6.726e-6,,8.212e-6,,1.562e-27
608.28,2.549e+2,2.549e+2,,,,8.119e-6,,5.099e-6,,1.466e-27
608.36,3.322e+2,3.322e+2,,,,9.703e-6,,3.133e-6,,1.363e-27
608.45,4.419e+2,4.419e+2,,,,1.172e-5,,1.788e-6,,1.239e-27
608.53,5.632e+2,5.632e+2,,,,1.371e-5,,1.074e-6,1.895e-25,1.126e-27
608.61,7.104e+2,7.104e+2,,,,1.589e-5,,6.384e-7,4.458e-25,1.013e-27
608.69,8.868e+2,8.868e+2,,,,1.823e-5,,3.754e-7,1.038e-24,9.011e-28
608.77,1.096e+3,1.096e+3,,,,2.071e-5,,2.185e-7,2.392e-24,7.936e-28
608.86,1.373e+3,1.373e+3,,,,2.363e-5,,1.173e-7,6.045e-24,6.793e-28
608.94,1.659e+3,1.659e+3,,,,2.629e-5,,6.674e-8,1.363e-23,5.850e-28
609.02,1.984e+3,1.984e+3,,,,2.896e-5,,3.757e-8,3.043e-23,4.986e-28
609.1,2.348e+3,2.348e+3,,,,3.159e-5,,2.093e-8,6.723e-23,4.205e-28
609.18,2.750e+3,2.750e+3,,,,3.411e-5,,1.153e-8,1.470e-22,3.509e-28
609.27,3.245e+3,3.245e+3,,,,3.677e-5,,5.827e-9,3.503e-22,2.828e-28
609.35,3.718e+3,3.718e+3,,,,3.889e-5,,3.140e-9,7.495e-22,2.308e-28
609.43,4.216e+3,4.216e+3,,,,4.074e-5,,1.675e-9,1.588e-21,1.864e-28
609.51,4.731e+3,4.731e+3,,,,4.225e-5,,8.841e-10,3.328e-21,1.490e-28
609.59,5.254e+3,5.254e+3,,,,4.339e-5,,4.629e-10,6.907e-21,1.178e-28
609.67,5.774e+3,5.774e+3,,,,4.413e-5,,2.419e-10,1.419e-20,9.223e-29
609.76,6.343e+3,6.343e+3,,,,4.445e-5,,1.206e-10,3.150e-20,6.914e-29
609.84,6.819e+3,6.819e+3,,,,4.428e-5,,7.497e-11,6.332e-20,5.292e-29
609.92,7.255e+3,7.255e+3,,,,4.367e-5,,6.688e-11,1.260e-19,4.009e-29
610,7.640e+3,7.640e+3,,,,4.266e-5,,9.401e-11,2.481e-19,3.005e-29
610.08,7.961e+3,7.961e+3,,,,4.126e-5,,1.710e-10,4.835e-19,2.229e-29
610.17,8.236e+3,8.236e+3,,,,3.928e-5,,3.667e-10,1.012e-18,1.573e-29
610.25,8.395e+3,8.395e+3,,,,3.721e-5,,7.313e-10,1.930e-18,1.141e-29
610.33,8.469e+3,8.469e+3,,,,3.491e-5,,1.450e-9,3.644e-18,8.189e-30
610.41,8.455e+3,8.455e+3,,,,3.243e-5,,2.851e-9,6.810e-18,5.817e-30
610.49,8.354e+3,8.354e+3,,,,2.984e-5,,5.550e-9,1.260e-17,4.089e-30
610.57,8.169e+3,8.169e+3,,,,2.719e-5,,1.069e-8,2.306e-17,2.845e-30
610.66,7.867e+3,7.867e+3,,,,2.420e-5,,2.210e-8,4.498e-17,1.867e-30
610.74,7.524e+3,7.524e+3,,,,2.160e-5,,4.168e-8,8.059e-17,1.270e-30
610.82,7.122e+3,7.122e+3,,,,1.909e-5,,7.782e-8,1.429e-16,8.552e-31
610.9,6.672e+3,6.672e+3,,,,1.671e-5,,1.438e-7,2.508e-16,5.697e-31
610.98,6.186e+3,6.186e+3,,,,1.449e-5,,2.632e-7,4.358e-16,3.756e-31
611.07,5.611e+3,5.611e+3,,,,1.220e-5,,5.130e-7,8.013e-16,2.321e-31
611.15,5.088e+3,5.088e+3,,,,1.036e-5,,9.186e-7,1.362e-15,1.496e-31
611.23,4.566e+3,4.566e+3,,,,8.713e-6,,1.628e-6,2.292e-15,9.546e-32
611.31,4.056e+3,4.056e+3,,,,7.258e-6,,2.858e-6,3.818e-15,6.027e-32
611.39,3.565e+3,3.565e+3,,,,5.988e-6,,4.965e-6,6.294e-15,3.765e-32
611.47,3.101e+3,3.101e+3,,,,4.893e-6,,8.538e-6,1.027e-14,2.328e-32
611.56,2.619e+3,2.619e+3,,,,3.854e-6,,1.552e-5,1.760e-14,1.338e-32
611.64,2.228e+3,2.228e+3,,,,3.085e-6,,2.613e-5,2.811e-14,8.091e-33
611.72,1.876e+3,1.876e+3,,,,2.447e-6,,4.354e-5,4.442e-14,4.841e-33
611.8,1.564e+3,1.564e+3,,,,1.921e-6,,7.181e-5,6.949e-14,2.866e-33
611.88,1.290e+3,1.290e+3,,,,1.495e-6,,1.173e-4,1.076e-13,1.679e-33
611.97,1.026e+3,1.026e+3,,,,1.114e-6,,2.011e-4,1.739e-13,9.088e-34
612.05,8.275e+2,8.275e+2,,,,8.490e-7,,3.215e-4,2.634e-13,5.207e-34
612.13,6.607e+2,6.607e+2,,,,6.409e-7,,5.086e-4,3.951e-13,2.953e-34
612.21,5.221e+2,5.221e+2,,,,4.793e-7,,7.966e-4,5.865e-13,1.657e-34
612.29,4.083e+2,4.083e+2,,,,3.550e-7,,1.235e-3,8.618e-13,9.199e-35
612.38,3.058e+2,3.058e+2,,,,2.504e-7,,1.999e-3,1.313e-12,4.687e-35
612.46,2.339e+2,2.339e+2,,,,1.817e-7,,3.033e-3,1.887e-12,2.545e-35
612.54,1.771e+2,1.771e+2,,,,1.306e-7,,4.557e-3,2.686e-12,1.367e-35
612.62,1.327e+2,1.327e+2,,,,9.303e-8,,6.777e-3,3.784e-12,7.272e-36
612.7,9.838e+1,9.837e+1,,,,6.562e-8,,9.978e-3,5.276e-12,3.826e-36
612.78,7.220e+1,7.218e+1,,,,4.585e-8,,1.454e-2,7.281e-12,1.992e-36
612.87,5.035e+1,5.033e+1,,,,3.028e-8,,2.195e-2,1.034e-11,9.443e-37
612.95,3.615e+1,3.612e+1,,,,2.074e-8,,3.132e-2,1.396e-11,4.809e-37
613.03,2.570e+1,2.566e+1,,,,1.406e-8,,4.423e-2,1.866e-11,2.423e-37
613.11,1.810e+1,1.804e+1,,,,9.448e-9,,6.183e-2,2.469e-11,1.209e-37
613.19,1.264e+1,1.255e+1,,,,6.287e-9,,8.557e-2,3.233e-11,5.964e-38
613.28,8.363e+0,8.241e+0,,,,3.931e-9,,1.219e-1,4.327e-11,2.661e-38
613.36,5.773e+0,5.608e+0,,,,2.563e-9,,1.651e-1,5.545e-11,1.284e-38
613.44,3.999e+0,3.777e+0,,,,1.656e-9,,2.214e-1,7.033e-11,6.133e-39
613.52,2.811e+0,2.518e+0,,,,1.059e-9,,2.939e-1,8.831e-11,2.898e-39
613.6,2.047e+0,1.661e+0,,,,6.713e-10,,3.863e-1,1.097e-10,1.355e-39
613.68,1.587e+0,1.084e+0,,,,4.214e-10,,5.026e-1,1.350e-10,6.273e-40
613.77,1.330e+0,6.627e-1,,,,2.467e-10,,6.676e-1,1.684e-10,2.604e-40
613.85,1.273e+0,4.232e-1,,,,1.518e-10,,8.502e-1,2.027e-10,1.178e-40
613.93,1.339e+0,2.674e-1,,,,9.245e-11,,1.072e+0,2.415e-10,5.278e-41
614.01,1.505e+0,1.673e-1,,,,5.578e-11,,1.338e+0,2.848e-10,2.339e-41
614.09,1.756e+0,1.035e-1,,,,3.334e-11,,1.653e+0,3.324e-10,1.026e-41
614.18,2.131e+0,5.960e-2,,,,1.847e-11,,2.072e+0,3.908e-10,4.009e-42
614.26,2.541e+0,3.609e-2,,,,1.081e-11,,2.505e+0,4.464e-10,1.719e-42
614.34,3.021e+0,2.162e-2,,,,6.271e-12,,2.999e+0,5.047e-10,7.298e-43
614.42,3.567e+0,1.282e-2,,,,3.602e-12,,3.554e+0,5.648e-10,3.065e-43
614.5,4.178e+0,7.524e-3,,,,2.049e-12,,4.170e+0,6.256e-10,
614.59,4.936e+0,4.080e-3,,,,1.073e-12,,4.932e+0,6.934e-10,
614.67,5.666e+0,2.342e-3,,,,5.981e-13,,5.664e+0,7.515e-10,
614.75,6.440e+0,1.330e-3,,,,3.300e-13,,6.439e+0,8.063e-10,
614.83,7.247e+0,7.480e-4,,,,1.803e-13,,7.247e+0,8.562e-10,
614.91,8.074e+0,4.162e-4,,,,9.758e-14,,8.074e+0,9.000e-10,
614.99,8.906e+0,2.292e-4,,,,5.229e-14,,8.905e+0,9.364e-10,
